1.2
5/23/2024 2:47 PM
Wavelength (nm)	10mm Absorbance
244.0	8.706
244.5	8.624
245.0	8.547
245.5	8.469
246.0	8.395
246.5	8.328
247.0	8.265
247.5	8.220
248.0	8.185
248.5	8.163
249.0	8.143
249.5	8.116
250.0	8.103
250.5	8.088
251.0	8.087
251.5	8.088
252.0	8.072
252.5	8.072
253.0	8.076
253.5	8.067
254.0	8.074
254.5	8.084
255.0	8.099
255.5	8.111
256.0	8.142
256.5	8.180
257.0	8.205
257.5	8.236
258.0	8.261
258.5	8.280
259.0	8.325
259.5	8.360
260.0	8.377
260.5	8.399
261.0	8.450
261.5	8.493
262.0	8.537
262.5	8.577
263.0	8.617
263.5	8.654
264.0	8.696
264.5	8.734
265.0	8.765
265.5	8.794
266.0	8.832
266.5	8.860
267.0	8.900
267.5	8.934
268.0	8.973
268.5	9.005
269.0	9.041
269.5	9.070
270.0	9.093
270.5	9.112
271.0	9.110
271.5	9.110
272.0	9.109
272.5	9.108
273.0	9.093
273.5	9.078
274.0	9.057
274.5	9.027
275.0	9.004
275.5	8.975
276.0	8.938
276.5	8.915
277.0	8.879
277.5	8.840
278.0	8.793
278.5	8.738
279.0	8.674
279.5	8.609
280.0	8.545
280.5	8.475
281.0	8.409
281.5	8.336
282.0	8.260
282.5	8.191
283.0	8.114
283.5	8.027
284.0	7.942
284.5	7.860
285.0	7.776
285.5	7.691
286.0	7.605
286.5	7.528
287.0	7.451
287.5	7.381
288.0	7.301
288.5	7.211
289.0	7.113
289.5	7.018
290.0	6.921
290.5	6.824
291.0	6.734
291.5	6.652
292.0	6.571
292.5	6.496
293.0	6.409
293.5	6.314
294.0	6.224
294.5	6.129
295.0	6.032
295.5	5.933
296.0	5.842
296.5	5.742
297.0	5.646
297.5	5.550
298.0	5.446
298.5	5.351
299.0	5.263
299.5	5.166
300.0	5.076
300.5	4.987
301.0	4.894
301.5	4.800
302.0	4.715
302.5	4.627
303.0	4.541
303.5	4.465
304.0	4.387
304.5	4.310
305.0	4.242
305.5	4.166
306.0	4.092
306.5	4.028
307.0	3.965
307.5	3.900
308.0	3.841
308.5	3.788
309.0	3.733
309.5	3.690
310.0	3.646
310.5	3.603
311.0	3.570
311.5	3.534
312.0	3.491
312.5	3.449
313.0	3.408
313.5	3.369
314.0	3.328
314.5	3.292
315.0	3.254
315.5	3.227
316.0	3.200
316.5	3.170
317.0	3.139
317.5	3.115
318.0	3.084
318.5	3.055
319.0	3.027
319.5	2.998
320.0	2.975
320.5	2.950
321.0	2.927
321.5	2.908
322.0	2.888
322.5	2.866
323.0	2.836
323.5	2.806
324.0	2.779
324.5	2.757
325.0	2.736
325.5	2.710
326.0	2.692
326.5	2.675
327.0	2.650
327.5	2.628
328.0	2.600
328.5	2.570
329.0	2.537
329.5	2.509
330.0	2.480
330.5	2.447
331.0	2.421
331.5	2.391
332.0	2.365
332.5	2.344
333.0	2.321
333.5	2.297
334.0	2.273
334.5	2.245
335.0	2.217
335.5	2.191
336.0	2.162
336.5	2.127
337.0	2.099
337.5	2.073
338.0	2.048
338.5	2.023
339.0	1.991
339.5	1.959
340.0	1.930
340.5	1.901
341.0	1.866
341.5	1.831
342.0	1.800
342.5	1.775
343.0	1.748
343.5	1.722
344.0	1.689
344.5	1.665
345.0	1.639
345.5	1.614
346.0	1.585
346.5	1.557
347.0	1.534
347.5	1.515
348.0	1.485
348.5	1.462
349.0	1.440
349.5	1.416
350.0	1.390
350.5	1.366
351.0	1.340
351.5	1.315
352.0	1.291
352.5	1.269
353.0	1.239
353.5	1.217
354.0	1.195
354.5	1.173
355.0	1.154
355.5	1.132
356.0	1.114
356.5	1.093
357.0	1.070
357.5	1.054
358.0	1.036
358.5	1.017
359.0	0.995
359.5	0.979
360.0	0.964
360.5	0.943
361.0	0.928
361.5	0.908
362.0	0.891
362.5	0.883
363.0	0.875
363.5	0.864
364.0	0.849
364.5	0.842
365.0	0.831
365.5	0.814
366.0	0.795
366.5	0.778
367.0	0.768
367.5	0.760
368.0	0.754
368.5	0.745
369.0	0.732
369.5	0.723
370.0	0.711
370.5	0.699
371.0	0.687
371.5	0.686
372.0	0.684
372.5	0.685
373.0	0.683
373.5	0.674
374.0	0.664
374.5	0.654
375.0	0.636
375.5	0.620
376.0	0.610
376.5	0.603
377.0	0.596
377.5	0.591
378.0	0.585
378.5	0.579
379.0	0.578
379.5	0.575
380.0	0.568
380.5	0.569
381.0	0.565
381.5	0.563
382.0	0.558
382.5	0.552
383.0	0.544
383.5	0.536
384.0	0.528
384.5	0.524
385.0	0.525
385.5	0.523
386.0	0.517
386.5	0.517
387.0	0.514
387.5	0.514
388.0	0.508
388.5	0.503
389.0	0.492
389.5	0.491
390.0	0.485
390.5	0.478
391.0	0.476
391.5	0.475
392.0	0.471
392.5	0.468
393.0	0.463
393.5	0.461
394.0	0.456
394.5	0.453
395.0	0.448
395.5	0.447
396.0	0.447
396.5	0.444
397.0	0.443
397.5	0.438
398.0	0.439
398.5	0.435
399.0	0.432
399.5	0.429
400.0	0.428
400.5	0.427
401.0	0.424
401.5	0.421
402.0	0.418
402.5	0.412
403.0	0.410
403.5	0.401
404.0	0.398
404.5	0.396
405.0	0.395
405.5	0.394
406.0	0.395
406.5	0.397
407.0	0.396
407.5	0.396
408.0	0.397
408.5	0.392
409.0	0.391
409.5	0.389
410.0	0.384
410.5	0.381
411.0	0.377
411.5	0.371
412.0	0.371
412.5	0.369
413.0	0.368
413.5	0.368
414.0	0.369
414.5	0.369
415.0	0.366
415.5	0.366
416.0	0.362
416.5	0.359
417.0	0.356
417.5	0.352
418.0	0.349
418.5	0.348
419.0	0.346
419.5	0.345
420.0	0.342
420.5	0.340
421.0	0.339
421.5	0.341
422.0	0.338
422.5	0.336
423.0	0.334
423.5	0.331
424.0	0.329
424.5	0.326
425.0	0.322
425.5	0.321
426.0	0.325
426.5	0.327
427.0	0.331
427.5	0.330
428.0	0.327
428.5	0.326
429.0	0.323
429.5	0.321
430.0	0.316
430.5	0.312
431.0	0.309
431.5	0.306
432.0	0.306
432.5	0.303
433.0	0.301
433.5	0.304
434.0	0.303
434.5	0.300
435.0	0.298
435.5	0.297
436.0	0.296
436.5	0.297
437.0	0.299
437.5	0.297
438.0	0.299
438.5	0.304
439.0	0.303
439.5	0.297
440.0	0.293
440.5	0.288
441.0	0.284
441.5	0.283
442.0	0.280
442.5	0.279
443.0	0.285
443.5	0.293
444.0	0.295
444.5	0.294
445.0	0.291
445.5	0.287
446.0	0.284
446.5	0.281
447.0	0.278
447.5	0.272
448.0	0.271
448.5	0.272
449.0	0.270
449.5	0.273
450.0	0.273
450.5	0.275
451.0	0.276
451.5	0.280
452.0	0.277
452.5	0.271
453.0	0.267
453.5	0.265
454.0	0.266
454.5	0.266
455.0	0.262
455.5	0.261
456.0	0.262
456.5	0.264
457.0	0.261
457.5	0.259
458.0	0.257
458.5	0.256
459.0	0.260
459.5	0.258
460.0	0.254
460.5	0.252
461.0	0.253
461.5	0.256
462.0	0.258
462.5	0.258
463.0	0.255
463.5	0.251
464.0	0.251
464.5	0.245
465.0	0.241
465.5	0.240
466.0	0.239
466.5	0.239
467.0	0.240
467.5	0.241
468.0	0.241
468.5	0.241
469.0	0.240
469.5	0.237
470.0	0.236
470.5	0.238
471.0	0.233
471.5	0.227
472.0	0.225
472.5	0.223
473.0	0.218
473.5	0.215
474.0	0.214
474.5	0.216
475.0	0.220
475.5	0.225
476.0	0.227
476.5	0.232
477.0	0.238
477.5	0.241
478.0	0.240
478.5	0.237
479.0	0.239
479.5	0.237
480.0	0.232
480.5	0.228
481.0	0.228
481.5	0.228
482.0	0.228
482.5	0.227
483.0	0.226
483.5	0.222
484.0	0.225
484.5	0.225
485.0	0.223
485.5	0.225
486.0	0.224
486.5	0.224
487.0	0.225
487.5	0.225
488.0	0.222
488.5	0.222
489.0	0.222
489.5	0.220
490.0	0.217
490.5	0.218
491.0	0.219
491.5	0.218
492.0	0.220
492.5	0.218
493.0	0.215
493.5	0.217
494.0	0.216
494.5	0.211
495.0	0.207
495.5	0.211
496.0	0.212
496.5	0.212
497.0	0.208
497.5	0.207
498.0	0.206
498.5	0.211
499.0	0.213
499.5	0.212
500.0	0.210
500.5	0.211
501.0	0.209
501.5	0.208
502.0	0.204
502.5	0.206
503.0	0.210
503.5	0.217
504.0	0.217
504.5	0.216
505.0	0.212
505.5	0.210
506.0	0.208
506.5	0.208
507.0	0.207
507.5	0.211
508.0	0.208
508.5	0.210
509.0	0.209
509.5	0.205
510.0	0.203
510.5	0.203
511.0	0.200
511.5	0.200
512.0	0.200
512.5	0.200
513.0	0.196
513.5	0.197
514.0	0.203
514.5	0.204
515.0	0.209
515.5	0.211
516.0	0.208
516.5	0.204
517.0	0.204
517.5	0.202
518.0	0.202
518.5	0.204
519.0	0.210
519.5	0.213
520.0	0.215
520.5	0.214
521.0	0.208
521.5	0.204
522.0	0.204
522.5	0.199
523.0	0.200
523.5	0.201
524.0	0.201
524.5	0.202
525.0	0.204
525.5	0.207
526.0	0.203
526.5	0.201
527.0	0.202
527.5	0.196
528.0	0.192
528.5	0.191
529.0	0.187
529.5	0.192
530.0	0.198
530.5	0.204
531.0	0.205
531.5	0.208
532.0	0.208
532.5	0.205
533.0	0.201
533.5	0.199
534.0	0.195
534.5	0.196
535.0	0.199
535.5	0.203
536.0	0.202
536.5	0.204
537.0	0.203
537.5	0.201
538.0	0.199
538.5	0.196
539.0	0.190
539.5	0.187
540.0	0.186
540.5	0.183
541.0	0.180
541.5	0.182
542.0	0.184
542.5	0.186
543.0	0.188
543.5	0.189
544.0	0.191
544.5	0.193
545.0	0.197
545.5	0.195
546.0	0.195
546.5	0.195
547.0	0.196
547.5	0.197
548.0	0.195
548.5	0.192
549.0	0.193
549.5	0.188
550.0	0.185
550.5	0.176
551.0	0.173
551.5	0.172
552.0	0.173
552.5	0.177
553.0	0.176
553.5	0.180
554.0	0.187
554.5	0.185
555.0	0.182
555.5	0.182
556.0	0.185
556.5	0.189
557.0	0.192
557.5	0.192
558.0	0.190
558.5	0.188
559.0	0.186
559.5	0.182
560.0	0.183
560.5	0.182
561.0	0.189
561.5	0.190
562.0	0.193
562.5	0.192
563.0	0.189
563.5	0.181
564.0	0.177
564.5	0.177
565.0	0.178
565.5	0.180
566.0	0.186
566.5	0.188
567.0	0.195
567.5	0.198
568.0	0.195
568.5	0.188
569.0	0.189
569.5	0.192
570.0	0.189
570.5	0.187
571.0	0.183
571.5	0.182
572.0	0.181
572.5	0.177
573.0	0.173
573.5	0.171
574.0	0.174
574.5	0.178
575.0	0.181
575.5	0.179
576.0	0.178
576.5	0.183
577.0	0.182
577.5	0.181
578.0	0.175
578.5	0.172
579.0	0.172
579.5	0.172
580.0	0.178
580.5	0.179
581.0	0.185
581.5	0.196
582.0	0.199
582.5	0.201
583.0	0.193
583.5	0.184
584.0	0.177
584.5	0.173
585.0	0.172
585.5	0.169
586.0	0.174
586.5	0.181
587.0	0.186
587.5	0.186
588.0	0.183
588.5	0.176
589.0	0.170
589.5	0.169
590.0	0.169
590.5	0.171
591.0	0.181
591.5	0.185
592.0	0.183
592.5	0.179
593.0	0.175
593.5	0.169
594.0	0.165
594.5	0.165
595.0	0.164
595.5	0.167
596.0	0.174
596.5	0.175
597.0	0.170
597.5	0.170
598.0	0.172
598.5	0.176
599.0	0.177
599.5	0.182
600.0	0.184
600.5	0.186
601.0	0.191
601.5	0.191
602.0	0.187
602.5	0.184
603.0	0.174
603.5	0.170
604.0	0.162
604.5	0.160
605.0	0.157
605.5	0.155
606.0	0.162
606.5	0.164
607.0	0.168
607.5	0.165
608.0	0.160
608.5	0.157
609.0	0.155
609.5	0.158
610.0	0.156
610.5	0.151
611.0	0.156
611.5	0.157
612.0	0.156
612.5	0.154
613.0	0.154
613.5	0.158
614.0	0.162
614.5	0.168
615.0	0.169
615.5	0.170
616.0	0.170
616.5	0.170
617.0	0.162
617.5	0.155
618.0	0.158
618.5	0.162
619.0	0.165
619.5	0.172
620.0	0.177
620.5	0.178
621.0	0.183
621.5	0.182
622.0	0.173
622.5	0.163
623.0	0.161
623.5	0.150
624.0	0.145
624.5	0.145
625.0	0.145
625.5	0.144
626.0	0.152
626.5	0.152
627.0	0.152
627.5	0.154
628.0	0.148
628.5	0.143
629.0	0.139
629.5	0.137
630.0	0.135
630.5	0.134
631.0	0.137
631.5	0.139
632.0	0.141
632.5	0.145
633.0	0.144
633.5	0.143
634.0	0.142
634.5	0.139
635.0	0.139
635.5	0.140
636.0	0.142
636.5	0.146
637.0	0.143
637.5	0.141
638.0	0.139
638.5	0.135
639.0	0.136
639.5	0.134
640.0	0.133
640.5	0.141
641.0	0.148
641.5	0.151
642.0	0.149
642.5	0.153
643.0	0.153
643.5	0.151
644.0	0.150
644.5	0.146
645.0	0.140
645.5	0.149
646.0	0.145
646.5	0.137
647.0	0.139
647.5	0.146
648.0	0.142
648.5	0.149
649.0	0.150
649.5	0.151
650.0	0.150
650.5	0.151
651.0	0.142
651.5	0.133
652.0	0.137
652.5	0.140
653.0	0.140
653.5	0.148
654.0	0.150
654.5	0.147
655.0	0.140
655.5	0.135
656.0	0.133
656.5	0.134
657.0	0.142
657.5	0.147
658.0	0.145
658.5	0.146
659.0	0.145
659.5	0.141
660.0	0.133
660.5	0.127
661.0	0.126
661.5	0.127
662.0	0.123
662.5	0.122
663.0	0.124
663.5	0.129
664.0	0.135
664.5	0.137
665.0	0.142
665.5	0.142
666.0	0.141
666.5	0.137
667.0	0.136
667.5	0.139
668.0	0.134
668.5	0.134
669.0	0.131
669.5	0.125
670.0	0.121
670.5	0.124
671.0	0.126
671.5	0.127
672.0	0.131
672.5	0.130
673.0	0.136
673.5	0.139
674.0	0.145
674.5	0.144
675.0	0.142
675.5	0.150
676.0	0.150
676.5	0.142
677.0	0.137
677.5	0.130
678.0	0.125
678.5	0.114
679.0	0.110
679.5	0.107
680.0	0.111
680.5	0.123
681.0	0.130
681.5	0.132
682.0	0.143
682.5	0.146
683.0	0.140
683.5	0.131
684.0	0.125
684.5	0.119
685.0	0.121
685.5	0.121
686.0	0.114
686.5	0.112
687.0	0.117
687.5	0.122
688.0	0.126
688.5	0.127
689.0	0.124
689.5	0.118
690.0	0.119
690.5	0.116
691.0	0.111
691.5	0.107
692.0	0.106
692.5	0.112
693.0	0.111
693.5	0.113
694.0	0.113
694.5	0.114
695.0	0.116
695.5	0.120
696.0	0.121
696.5	0.111
697.0	0.105
697.5	0.105
698.0	0.100
698.5	0.107
699.0	0.110
699.5	0.112
700.0	0.112
700.5	0.116
701.0	0.110
701.5	0.103
702.0	0.095
702.5	0.093
703.0	0.095
703.5	0.107
704.0	0.105
704.5	0.106
705.0	0.108
705.5	0.118
706.0	0.119
706.5	0.125
707.0	0.120
707.5	0.123
708.0	0.129
708.5	0.137
709.0	0.132
709.5	0.121
710.0	0.110
710.5	0.107
711.0	0.097
711.5	0.095
712.0	0.086
712.5	0.095
713.0	0.104
713.5	0.107
714.0	0.114
714.5	0.117
715.0	0.117
715.5	0.121
716.0	0.119
716.5	0.119
717.0	0.113
717.5	0.112
718.0	0.105
718.5	0.101
719.0	0.106
719.5	0.111
720.0	0.113
720.5	0.120
721.0	0.115
721.5	0.108
722.0	0.107
722.5	0.108
723.0	0.106
723.5	0.108
724.0	0.111
724.5	0.107
725.0	0.107
725.5	0.105
726.0	0.096
726.5	0.095
727.0	0.110
727.5	0.115
728.0	0.117
728.5	0.116
729.0	0.112
729.5	0.102
730.0	0.094
730.5	0.094
731.0	0.088
731.5	0.088
732.0	0.091
732.5	0.086
733.0	0.092
733.5	0.092
734.0	0.093
734.5	0.094
735.0	0.091
735.5	0.096
736.0	0.102
736.5	0.107
737.0	0.116
737.5	0.118
738.0	0.131
738.5	0.134
739.0	0.134
739.5	0.129
740.0	0.115
740.5	0.103
741.0	0.099
741.5	0.096
742.0	0.096
742.5	0.100
743.0	0.105
743.5	0.108
744.0	0.111
744.5	0.111
745.0	0.108
745.5	0.101
746.0	0.098
746.5	0.099
747.0	0.098
747.5	0.105
748.0	0.096
748.5	0.095
749.0	0.091
749.5	0.086
750.0	0.085
750.5	0.081
751.0	0.085
751.5	0.091
752.0	0.092
752.5	0.094
753.0	0.084
753.5	0.087
754.0	0.085
754.5	0.085
755.0	0.090
755.5	0.095
756.0	0.108
756.5	0.114
757.0	0.123
757.5	0.130
758.0	0.128
758.5	0.129
759.0	0.124
759.5	0.117
760.0	0.110
760.5	0.100
761.0	0.091
761.5	0.081
762.0	0.082
762.5	0.078
763.0	0.075
763.5	0.073
764.0	0.077
764.5	0.082
765.0	0.085
765.5	0.088
766.0	0.090
766.5	0.093
767.0	0.090
767.5	0.079
768.0	0.077
768.5	0.068
769.0	0.061
769.5	0.057
770.0	0.061
770.5	0.065
771.0	0.070
771.5	0.077
772.0	0.074
772.5	0.064
773.0	0.064
773.5	0.064
774.0	0.065
774.5	0.064
775.0	0.071
775.5	0.074
776.0	0.077
776.5	0.081
777.0	0.085
777.5	0.094
778.0	0.095
778.5	0.101
779.0	0.109
779.5	0.105
780.0	0.102
780.5	0.096
781.0	0.086
781.5	0.088
782.0	0.085
782.5	0.076
783.0	0.058
783.5	0.062
784.0	0.071
784.5	0.081
785.0	0.088
785.5	0.095
786.0	0.108
786.5	0.124
787.0	0.118
787.5	0.104
788.0	0.094
788.5	0.095
789.0	0.095
789.5	0.098
790.0	0.098
790.5	0.094
791.0	0.101
791.5	0.106
792.0	0.100
792.5	0.091
793.0	0.090
793.5	0.092
794.0	0.097
794.5	0.099
795.0	0.098
795.5	0.087
796.0	0.083
796.5	0.077
797.0	0.074
797.5	0.072
798.0	0.079
798.5	0.082
799.0	0.080
799.5	0.068
800.0	0.070
800.5	0.071
801.0	0.068
801.5	0.065
802.0	0.083
802.5	0.086
803.0	0.094
803.5	0.091
804.0	0.078
804.5	0.069
805.0	0.076
805.5	0.066
806.0	0.060
806.5	0.060
807.0	0.071
807.5	0.075
808.0	0.093
808.5	0.097
809.0	0.098
809.5	0.103
810.0	0.100
810.5	0.084
811.0	0.077
811.5	0.069
812.0	0.066
812.5	0.064
813.0	0.070
813.5	0.071
814.0	0.081
814.5	0.090
815.0	0.094
815.5	0.103
816.0	0.098
816.5	0.094
817.0	0.087
817.5	0.078
818.0	0.079
818.5	0.078
819.0	0.080
819.5	0.075
820.0	0.079
820.5	0.083
821.0	0.070
821.5	0.068
822.0	0.066
822.5	0.070
823.0	0.074
823.5	0.075
824.0	0.076
824.5	0.073
825.0	0.074
825.5	0.067
826.0	0.059
826.5	0.057
827.0	0.062
827.5	0.069
828.0	0.076
828.5	0.084
829.0	0.089
829.5	0.083
830.0	0.075
830.5	0.060
831.0	0.044
831.5	0.037
832.0	0.036
832.5	0.034
833.0	0.042
833.5	0.056
834.0	0.065
834.5	0.070
835.0	0.076
835.5	0.075
836.0	0.072
836.5	0.078
837.0	0.072
837.5	0.073
838.0	0.075
838.5	0.075
839.0	0.080
839.5	0.091
840.0	0.094
840.5	0.097
841.0	0.080
841.5	0.073
842.0	0.060
842.5	0.057
843.0	0.043
843.5	0.045
844.0	0.057
844.5	0.078
845.0	0.088
845.5	0.099
846.0	0.090
846.5	0.082
847.0	0.076
847.5	0.068
848.0	0.058
848.5	0.054
849.0	0.055
849.5	0.057
850.0	0.060


2.2
5/23/2024 2:47 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.10667	
//WLCalib: 261S 	-0.59000	
//WLCalib: 362S 	-0.96000	
//WLCalib: 484S 	-0.66000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	5.324
190.5	5.290
191.0	5.533
191.5	5.576
192.0	5.676
192.5	5.807
193.0	5.891
193.5	6.034
194.0	6.203
194.5	6.430
195.0	6.641
195.5	6.958
196.0	7.333
196.5	7.561
197.0	7.753
197.5	8.033
198.0	8.202
198.5	8.258
199.0	8.386
199.5	8.645
200.0	8.992
200.5	9.434
201.0	9.814
201.5	10.246
202.0	10.710
202.5	11.312
203.0	11.886
203.5	12.372
204.0	12.820
204.5	13.273
205.0	13.634
205.5	13.936
206.0	14.133
206.5	14.329
207.0	14.426
207.5	14.552
208.0	14.644
208.5	14.738
209.0	14.843
209.5	14.951
210.0	15.020
210.5	15.126
211.0	15.241
211.5	15.330
212.0	15.374
212.5	15.401
213.0	15.418
213.5	15.485
214.0	15.536
214.5	15.605
215.0	15.695
215.5	15.839
216.0	15.979
216.5	16.123
217.0	16.324
217.5	16.560
218.0	16.843
218.5	17.183
219.0	17.560
219.5	18.082
220.0	18.452
220.5	18.802
221.0	19.299
221.5	19.558
222.0	19.714
222.5	20.115
223.0	20.084
223.5	20.249
224.0	20.425
224.5	20.661
225.0	20.803
225.5	21.126
226.0	21.326
226.5	21.112
227.0	20.955
227.5	20.781
228.0	20.140
228.5	19.771
229.0	19.431
229.5	19.054
230.0	18.749
230.5	18.489
231.0	18.112
231.5	17.704
232.0	17.258
232.5	16.747
233.0	16.263
233.5	15.813
234.0	15.377
234.5	14.978
235.0	14.607
235.5	14.301
236.0	14.070
236.5	13.793
237.0	13.496
237.5	13.219
238.0	13.000
238.5	12.755
239.0	12.524
239.5	12.289
240.0	12.086
240.5	11.924
241.0	11.756
241.5	11.591
242.0	11.452
242.5	11.374
243.0	11.272
243.5	11.183
244.0	11.106
244.5	11.027
245.0	10.938
245.5	10.841
246.0	10.737
246.5	10.635
247.0	10.540
247.5	10.461
248.0	10.392
248.5	10.335
249.0	10.299
249.5	10.259
250.0	10.193
250.5	10.123
251.0	10.088
251.5	10.047
252.0	9.983
252.5	9.943
253.0	9.911
253.5	9.868
254.0	9.859
254.5	9.832
255.0	9.792
255.5	9.757
256.0	9.741
256.5	9.715
257.0	9.675
257.5	9.657
258.0	9.624
258.5	9.593
259.0	9.565
259.5	9.538
260.0	9.530
260.5	9.489
261.0	9.482
261.5	9.485
262.0	9.479
262.5	9.486
263.0	9.485
263.5	9.477
264.0	9.495
264.5	9.512
265.0	9.523
265.5	9.499
266.0	9.491
266.5	9.483
267.0	9.464
267.5	9.455
268.0	9.432
268.5	9.439
269.0	9.456
269.5	9.445
270.0	9.421
270.5	9.382
271.0	9.348
271.5	9.318
272.0	9.271
272.5	9.242
273.0	9.201
273.5	9.175
274.0	9.131
274.5	9.093
275.0	9.053
275.5	9.000
276.0	8.959
276.5	8.934
277.0	8.894
277.5	8.857
278.0	8.803
278.5	8.738
279.0	8.672
279.5	8.599
280.0	8.518
280.5	8.420
281.0	8.344
281.5	8.261
282.0	8.169
282.5	8.085
283.0	8.002
283.5	7.907
284.0	7.829
284.5	7.745
285.0	7.659
285.5	7.564
286.0	7.481
286.5	7.383
287.0	7.300
287.5	7.220
288.0	7.131
288.5	7.042
289.0	6.947
289.5	6.851
290.0	6.752
290.5	6.649
291.0	6.563
291.5	6.477
292.0	6.402
292.5	6.326
293.0	6.237
293.5	6.152
294.0	6.063
294.5	5.978
295.0	5.895
295.5	5.805
296.0	5.727
296.5	5.652
297.0	5.576
297.5	5.491
298.0	5.403
298.5	5.328
299.0	5.255
299.5	5.187
300.0	5.122
300.5	5.054
301.0	4.987
301.5	4.921
302.0	4.853
302.5	4.790
303.0	4.727
303.5	4.670
304.0	4.618
304.5	4.573
305.0	4.520
305.5	4.463
306.0	4.411
306.5	4.358
307.0	4.305
307.5	4.255
308.0	4.203
308.5	4.152
309.0	4.104
309.5	4.068
310.0	4.025
310.5	3.991
311.0	3.968
311.5	3.940
312.0	3.911
312.5	3.888
313.0	3.864
313.5	3.835
314.0	3.808
314.5	3.785
315.0	3.756
315.5	3.729
316.0	3.701
316.5	3.669
317.0	3.638
317.5	3.616
318.0	3.591
318.5	3.570
319.0	3.556
319.5	3.537
320.0	3.523
320.5	3.505
321.0	3.479
321.5	3.457
322.0	3.430
322.5	3.403
323.0	3.374
323.5	3.348
324.0	3.326
324.5	3.300
325.0	3.280
325.5	3.255
326.0	3.231
326.5	3.209
327.0	3.181
327.5	3.154
328.0	3.126
328.5	3.097
329.0	3.071
329.5	3.048
330.0	3.025
330.5	2.999
331.0	2.974
331.5	2.947
332.0	2.924
332.5	2.895
333.0	2.859
333.5	2.828
334.0	2.798
334.5	2.766
335.0	2.736
335.5	2.709
336.0	2.680
336.5	2.649
337.0	2.630
337.5	2.601
338.0	2.571
338.5	2.546
339.0	2.520
339.5	2.486
340.0	2.457
340.5	2.421
341.0	2.385
341.5	2.348
342.0	2.309
342.5	2.274
343.0	2.246
343.5	2.220
344.0	2.195
344.5	2.167
345.0	2.141
345.5	2.114
346.0	2.091
346.5	2.060
347.0	2.026
347.5	2.002
348.0	1.974
348.5	1.946
349.0	1.922
349.5	1.898
350.0	1.872
350.5	1.840
351.0	1.810
351.5	1.774
352.0	1.743
352.5	1.712
353.0	1.683
353.5	1.662
354.0	1.646
354.5	1.626
355.0	1.606
355.5	1.585
356.0	1.563
356.5	1.534
357.0	1.508
357.5	1.484
358.0	1.463
358.5	1.439
359.0	1.418
359.5	1.398
360.0	1.378
360.5	1.354
361.0	1.333
361.5	1.312
362.0	1.296
362.5	1.285
363.0	1.276
363.5	1.263
364.0	1.255
364.5	1.244
365.0	1.231
365.5	1.215
366.0	1.194
366.5	1.171
367.0	1.155
367.5	1.142
368.0	1.130
368.5	1.118
369.0	1.104
369.5	1.094
370.0	1.084
370.5	1.076
371.0	1.061
371.5	1.050
372.0	1.041
372.5	1.040
373.0	1.033
373.5	1.020
374.0	1.006
374.5	0.995
375.0	0.979
375.5	0.966
376.0	0.954
376.5	0.945
377.0	0.936
377.5	0.931
378.0	0.922
378.5	0.912
379.0	0.909
379.5	0.911
380.0	0.901
380.5	0.895
381.0	0.895
