91
5/31/2024 6:11 PM
Wavelength (nm)	10mm Absorbance
761.0	0.377
761.5	0.369
762.0	0.369
762.5	0.374
763.0	0.381
763.5	0.393
764.0	0.397
764.5	0.400
765.0	0.395
765.5	0.392
766.0	0.397
766.5	0.395
767.0	0.393
767.5	0.392
768.0	0.385
768.5	0.382
769.0	0.370
769.5	0.378
770.0	0.377
770.5	0.378
771.0	0.382
771.5	0.381
772.0	0.381
772.5	0.384
773.0	0.383
773.5	0.379
774.0	0.377
774.5	0.389
775.0	0.386
775.5	0.389
776.0	0.391
776.5	0.389
777.0	0.384
777.5	0.381
778.0	0.376
778.5	0.359
779.0	0.353
779.5	0.350
780.0	0.357
780.5	0.365
781.0	0.376
781.5	0.372
782.0	0.373
782.5	0.371
783.0	0.367
783.5	0.354
784.0	0.347
784.5	0.342
785.0	0.345
785.5	0.352
786.0	0.364
786.5	0.367
787.0	0.376
787.5	0.383
788.0	0.385
788.5	0.371
789.0	0.361
789.5	0.357
790.0	0.357
790.5	0.373
791.0	0.371
791.5	0.378
792.0	0.392
792.5	0.396
793.0	0.395
793.5	0.382
794.0	0.381
794.5	0.376
795.0	0.371
795.5	0.369
796.0	0.350
796.5	0.353
797.0	0.356
797.5	0.357
798.0	0.359
798.5	0.356
799.0	0.356
799.5	0.363
800.0	0.367
800.5	0.372
801.0	0.377
801.5	0.382
802.0	0.375
802.5	0.373
803.0	0.360
803.5	0.345
804.0	0.350
804.5	0.360
805.0	0.362
805.5	0.369
806.0	0.372
806.5	0.375
807.0	0.373
807.5	0.379
808.0	0.374
808.5	0.367
809.0	0.371
809.5	0.358
810.0	0.348
810.5	0.341
811.0	0.332
811.5	0.327
812.0	0.327
812.5	0.326
813.0	0.328
813.5	0.327
814.0	0.322
814.5	0.321
815.0	0.326
815.5	0.335
816.0	0.345
816.5	0.352
817.0	0.351
817.5	0.347
818.0	0.349
818.5	0.347
819.0	0.341
819.5	0.340
820.0	0.335
820.5	0.340
821.0	0.347
821.5	0.352
822.0	0.351
822.5	0.357
823.0	0.361
823.5	0.363
824.0	0.363
824.5	0.358
825.0	0.355
825.5	0.353
826.0	0.353
826.5	0.362
827.0	0.371
827.5	0.377
828.0	0.382
828.5	0.379
829.0	0.372
829.5	0.366
830.0	0.357
830.5	0.344
831.0	0.334
831.5	0.338
832.0	0.339
832.5	0.344
833.0	0.361
833.5	0.369
834.0	0.376
834.5	0.378
835.0	0.370
835.5	0.358
836.0	0.348
836.5	0.348
837.0	0.349
837.5	0.354
838.0	0.372
838.5	0.372
839.0	0.368
839.5	0.352
840.0	0.342
840.5	0.323
841.0	0.318
841.5	0.317
842.0	0.324
842.5	0.332
843.0	0.337
843.5	0.342
844.0	0.361
844.5	0.369
845.0	0.377
845.5	0.381
846.0	0.396
846.5	0.397
847.0	0.400
847.5	0.390
848.0	0.372
848.5	0.365
849.0	0.363
849.5	0.359
850.0	0.361


92
5/31/2024 6:11 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.34667	
//WLCalib: 261S 	-0.23000	
//WLCalib: 362S 	-0.96000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	0.542
190.5	0.330
191.0	0.215
191.5	0.091
192.0	-0.176
192.5	-0.222
193.0	-0.441
193.5	-0.434
194.0	-0.348
194.5	-0.351
195.0	-0.286
195.5	-0.140
196.0	-0.040
196.5	0.000
197.0	0.015
197.5	-0.020
198.0	-0.162
198.5	-0.172
199.0	-0.234
199.5	-0.520
200.0	-0.318
200.5	-0.217
201.0	-0.024
201.5	0.105
202.0	0.177
202.5	0.012
203.0	0.029
203.5	-0.042
204.0	-0.022
204.5	0.281
205.0	1.016
205.5	1.546
206.0	2.226
206.5	2.859
207.0	3.429
207.5	3.940
208.0	4.473
208.5	4.837
209.0	5.281
209.5	5.925
210.0	6.207
210.5	6.294
211.0	6.543
211.5	6.647
212.0	6.794
212.5	6.817
213.0	6.905
213.5	6.881
214.0	6.975
214.5	7.110
215.0	7.187
215.5	7.360
216.0	7.549
216.5	7.757
217.0	8.011
217.5	8.224
218.0	8.507
218.5	8.738
219.0	9.052
219.5	9.481
220.0	9.863
220.5	10.258
221.0	10.658
221.5	11.002
222.0	11.343
222.5	11.542
223.0	11.698
223.5	11.890
224.0	12.217
224.5	12.564
225.0	12.933
225.5	13.445
226.0	14.183
226.5	15.183
227.0	16.361
227.5	17.615
228.0	18.811
228.5	19.805
229.0	20.527
229.5	20.909
230.0	20.950
230.5	20.735
231.0	20.395
231.5	20.058
232.0	19.768
232.5	19.535
233.0	19.387
233.5	19.356
234.0	19.494
234.5	19.741
235.0	19.994
235.5	20.220
236.0	20.412
236.5	20.632
237.0	20.851
237.5	21.060
238.0	21.271
238.5	21.554
239.0	21.946
239.5	22.455
240.0	23.163
240.5	24.051
241.0	25.083
241.5	26.114
242.0	26.825
242.5	27.302
243.0	27.476
243.5	27.413
244.0	27.169
244.5	26.770
245.0	26.348
245.5	26.083
246.0	25.846
246.5	25.595
247.0	25.051
247.5	24.784
248.0	24.509
248.5	24.467
249.0	24.626
249.5	24.608
250.0	24.469
250.5	24.382
251.0	24.527
251.5	24.506
252.0	24.083
252.5	24.024
253.0	23.802
253.5	23.675
254.0	23.279
254.5	22.887
255.0	22.286
255.5	22.032
256.0	22.138
256.5	22.207
257.0	22.803
257.5	23.629
258.0	24.137
258.5	24.556
259.0	24.615
259.5	24.735
260.0	24.734
260.5	24.512
261.0	24.412
261.5	24.526
262.0	24.534
262.5	24.426
263.0	24.225
263.5	23.999
264.0	23.803
264.5	23.764
265.0	23.968
265.5	23.848
266.0	24.275
266.5	24.143
267.0	23.869
267.5	23.773
268.0	23.344
268.5	23.028
269.0	22.719
269.5	22.652
270.0	22.632
270.5	22.693
271.0	23.123
271.5	23.399
272.0	23.727
272.5	23.851
273.0	23.855
273.5	23.733
274.0	23.350
274.5	23.316
275.0	23.074
275.5	22.618
276.0	22.545
276.5	22.554
277.0	22.528
277.5	22.478
278.0	22.438
278.5	22.001
279.0	21.896
279.5	21.868
280.0	21.543
280.5	21.083
281.0	20.925
281.5	20.711
282.0	20.498
282.5	20.211
283.0	19.856
283.5	19.631
284.0	19.471
284.5	19.158
285.0	18.942
285.5	18.712
286.0	18.566
286.5	18.324
287.0	18.038
287.5	17.797
288.0	17.568
288.5	17.398
289.0	17.139
289.5	16.927
290.0	16.753
290.5	16.582
291.0	16.431
291.5	16.243
292.0	16.063
292.5	15.850
293.0	15.669
293.5	15.503
294.0	15.295
294.5	15.133
295.0	14.936
295.5	14.766
296.0	14.604
296.5	14.399
297.0	14.216
297.5	14.043
298.0	13.869
298.5	13.717
299.0	13.539
299.5	13.384
300.0	13.212
300.5	13.039
301.0	12.867
301.5	12.690
302.0	12.499
302.5	12.341
303.0	12.176
303.5	12.029
304.0	11.885
304.5	11.761
305.0	11.612
305.5	11.493
306.0	11.387
306.5	11.262
307.0	11.114
307.5	10.998
308.0	10.882
308.5	10.760
309.0	10.629
309.5	10.516
310.0	10.416
310.5	10.331
311.0	10.258
311.5	10.171
312.0	10.094
312.5	10.013
313.0	9.936
313.5	9.852
314.0	9.774
314.5	9.705
315.0	9.618
315.5	9.535
316.0	9.462
316.5	9.382
317.0	9.307
317.5	9.216
318.0	9.148
318.5	9.079
319.0	9.016
319.5	8.957
320.0	8.889
320.5	8.830
321.0	8.771
321.5	8.705
322.0	8.635
322.5	8.566
323.0	8.504
323.5	8.439
324.0	8.384
324.5	8.337
325.0	8.273
325.5	8.214
326.0	8.153
326.5	8.084
327.0	8.011
327.5	7.931
328.0	7.843
328.5	7.774
329.0	7.698
329.5	7.631
330.0	7.561
330.5	7.504
331.0	7.455
331.5	7.392
332.0	7.317
332.5	7.240
333.0	7.151
333.5	7.080
334.0	6.987
334.5	6.910
335.0	6.829
335.5	6.755
336.0	6.690
336.5	6.610
337.0	6.533
337.5	6.458
338.0	6.377
338.5	6.296
339.0	6.209
339.5	6.125
340.0	6.034
340.5	5.954
341.0	5.874
341.5	5.792
342.0	5.716
342.5	5.638
343.0	5.555
343.5	5.469
344.0	5.394
344.5	5.307
345.0	5.224
345.5	5.144
346.0	5.059
346.5	4.975
347.0	4.899
347.5	4.825
348.0	4.755
348.5	4.674
349.0	4.602
349.5	4.525
350.0	4.446
350.5	4.375
351.0	4.300
351.5	4.228
352.0	4.158
352.5	4.093
353.0	4.029
353.5	3.957
354.0	3.888
354.5	3.822
355.0	3.757
355.5	3.701
356.0	3.637
356.5	3.573
357.0	3.514
357.5	3.457
358.0	3.403
358.5	3.351
359.0	3.299
359.5	3.248
360.0	3.203
360.5	3.151
361.0	3.098
361.5	3.049
362.0	2.999
362.5	2.952
363.0	2.915
363.5	2.881
364.0	2.846
364.5	2.806
365.0	2.771
365.5	2.733
366.0	2.696
366.5	2.662
367.0	2.628
367.5	2.598
368.0	2.570
368.5	2.539
369.0	2.512
369.5	2.483
370.0	2.455
370.5	2.422
371.0	2.394
371.5	2.373
372.0	2.349
372.5	2.327
373.0	2.305
373.5	2.283
374.0	2.266
374.5	2.241
375.0	2.219
375.5	2.192
376.0	2.172
376.5	2.154
377.0	2.138
377.5	2.120
378.0	2.111
378.5	2.095
379.0	2.080
