"","waves","abs"
"187",283,15.7243333333333
"188",283.5,15.712
"189",284,15.6686666666667
"190",284.5,15.6646666666667
"191",285,15.638
"192",285.5,15.6613333333333
"193",286,15.7186666666667
"194",286.5,15.7586666666667
"195",287,15.7376666666667
"196",287.5,15.66
"197",288,15.5393333333333
"198",288.5,15.4016666666667
"199",289,15.2813333333333
"200",289.5,15.2406666666667
"201",290,15.194
"202",290.5,15.1976666666667
"203",291,15.2016666666667
"204",291.5,15.1573333333333
"205",292,15.0686666666667
"206",292.5,14.9473333333333
"207",293,14.8306666666667
"208",293.5,14.738
"209",294,14.681
"210",294.5,14.662
"211",295,14.6413333333333
"212",295.5,14.66
"213",296,14.6966666666667
"214",296.5,14.729
"215",297,14.754
"216",297.5,14.755
"217",298,14.7006666666667
"218",298.5,14.588
"219",299,14.433
"220",299.5,14.2403333333333
"221",300,14.0523333333333
"222",300.5,13.9093333333333
"223",301,13.824
"224",301.5,13.7783333333333
"225",302,13.7446666666667
"226",302.5,13.6886666666667
"227",303,13.606
"228",303.5,13.5306666666667
"229",304,13.4463333333333
"230",304.5,13.3666666666667
"231",305,13.3116666666667
"232",305.5,13.2676666666667
"233",306,13.2366666666667
"234",306.5,13.2076666666667
"235",307,13.1843333333333
"236",307.5,13.198
"237",308,13.232
"238",308.5,13.2746666666667
"239",309,13.3313333333333
"240",309.5,13.4246666666667
"241",310,13.4486666666667
"242",310.5,13.4456666666667
"243",311,13.431
"244",311.5,13.441
"245",312,13.3823333333333
"246",312.5,13.3063333333333
"247",313,13.2116666666667
"248",313.5,13.1683333333333
"249",314,13.1866666666667
"250",314.5,13.1253333333333
"251",315,13.0146666666667
"252",315.5,12.9523333333333
"253",316,12.8883333333333
"254",316.5,12.8803333333333
"255",317,12.805
"256",317.5,12.696
"257",318,12.555
"258",318.5,12.5276666666667
"259",319,12.5346666666667
"260",319.5,12.479
"261",320,12.4546666666667
"262",320.5,12.45
"263",321,12.423
"264",321.5,12.4826666666667
"265",322,12.4676666666667
"266",322.5,12.3566666666667
"267",323,12.232
"268",323.5,12.0736666666667
"269",324,11.9876666666667
"270",324.5,11.8873333333333
"271",325,11.7986666666667
"272",325.5,11.718
"273",326,11.6016666666667
"274",326.5,11.557
"275",327,11.5273333333333
"276",327.5,11.5516666666667
"277",328,11.5203333333333
"278",328.5,11.3543333333333
"279",329,11.3813333333333
"280",329.5,11.3043333333333
"281",330,11.2356666666667
"282",330.5,11.1026666666667
"283",331,10.935
"284",331.5,10.9336666666667
"285",332,10.921
"286",332.5,10.907
"287",333,10.8576666666667
"288",333.5,10.7556666666667
"289",334,10.7163333333333
"290",334.5,10.567
"291",335,10.4856666666667
"292",335.5,10.4326666666667
"293",336,10.376
"294",336.5,10.36
"295",337,10.2436666666667
"296",337.5,10.121
"297",338,10.016
"298",338.5,9.91666666666667
"299",339,9.83166666666667
"300",339.5,9.744
"301",340,9.745
"302",340.5,9.75933333333333
"303",341,9.65966666666667
"304",341.5,9.54633333333333
"305",342,9.398
"306",342.5,9.25466666666667
"307",343,9.139
"308",343.5,9.10066666666667
"309",344,9.03366666666667
"310",344.5,8.97133333333333
"311",345,8.975
"312",345.5,8.95233333333333
"313",346,8.893
"314",346.5,8.84066666666667
"315",347,8.728
"316",347.5,8.665
"317",348,8.56866666666667
"318",348.5,8.45733333333333
"319",349,8.382
"320",349.5,8.323
"321",350,8.27133333333333
"322",350.5,8.21266666666667
"323",351,8.14166666666667
"324",351.5,8.075
"325",352,7.99733333333333
"326",352.5,7.92366666666667
"327",353,7.81666666666667
"328",353.5,7.72833333333333
"329",354,7.67966666666667
"330",354.5,7.61333333333333
"331",355,7.53333333333333
"332",355.5,7.453
"333",356,7.367
"334",356.5,7.30466666666667
"335",357,7.24433333333333
"336",357.5,7.17366666666667
"337",358,7.117
"338",358.5,7.065
"339",359,6.99966666666667
"340",359.5,6.95433333333333
"341",360,6.894
"342",360.5,6.83266666666667
"343",361,6.75533333333333
"344",361.5,6.68833333333333
"345",362,6.61766666666667
"346",362.5,6.55533333333333
"347",363,6.49733333333333
"348",363.5,6.445
"349",364,6.39
"350",364.5,6.33733333333333
"351",365,6.27733333333333
"352",365.5,6.21166666666667
"353",366,6.14466666666667
"354",366.5,6.08366666666667
"355",367,6.02766666666667
"356",367.5,5.97966666666667
"357",368,5.91166666666667
"358",368.5,5.86366666666667
"359",369,5.808
"360",369.5,5.75233333333333
"361",370,5.69066666666667
"362",370.5,5.62666666666667
"363",371,5.575
"364",371.5,5.51533333333333
"365",372,5.47433333333333
"366",372.5,5.43033333333333
"367",373,5.36966666666667
"368",373.5,5.323
"369",374,5.27233333333333
"370",374.5,5.219
"371",375,5.16166666666667
"372",375.5,5.11033333333333
"373",376,5.06566666666667
"374",376.5,5.014
"375",377,4.977
"376",377.5,4.92966666666667
"377",378,4.88366666666667
"378",378.5,4.83866666666667
"379",379,4.79
"380",379.5,4.74
"381",380,4.69133333333333
"382",380.5,4.64566666666667
"383",381,4.607
"384",381.5,4.56533333333333
"385",382,4.52566666666667
"386",382.5,4.48
"387",383,4.441
"388",383.5,4.39366666666667
"389",384,4.34633333333333
"390",384.5,4.30166666666667
"391",385,4.25666666666667
"392",385.5,4.21766666666667
"393",386,4.18466666666667
"394",386.5,4.14766666666667
"395",387,4.112
"396",387.5,4.076
"397",388,4.03633333333333
"398",388.5,3.99233333333333
"399",389,3.94833333333333
"400",389.5,3.907
"401",390,3.86833333333333
"402",390.5,3.833
"403",391,3.79833333333333
"404",391.5,3.766
"405",392,3.73433333333333
"406",392.5,3.70666666666667
"407",393,3.679
"408",393.5,3.64766666666667
"409",394,3.612
"410",394.5,3.58166666666667
"411",395,3.55066666666667
"412",395.5,3.51766666666667
"413",396,3.48966666666667
"414",396.5,3.45833333333333
"415",397,3.42633333333333
"416",397.5,3.39766666666667
"417",398,3.37033333333333
"418",398.5,3.33933333333333
"419",399,3.306
"420",399.5,3.275
"421",400,3.24133333333333
"422",400.5,3.20766666666667
"423",401,3.17866666666667
"424",401.5,3.15033333333333
"425",402,3.124
"426",402.5,3.1
"427",403,3.076
"428",403.5,3.051
"429",404,3.02466666666667
"430",404.5,2.999
"431",405,2.97333333333333
"432",405.5,2.946
"433",406,2.92133333333333
"434",406.5,2.90033333333333
"435",407,2.878
"436",407.5,2.85566666666667
"437",408,2.82966666666667
"438",408.5,2.80233333333333
"439",409,2.77933333333333
"440",409.5,2.75466666666667
"441",410,2.73033333333333
"442",410.5,2.70566666666667
"443",411,2.68066666666667
"444",411.5,2.65733333333333
"445",412,2.639
"446",412.5,2.619
"447",413,2.599
"448",413.5,2.58233333333333
"449",414,2.56633333333333
"450",414.5,2.548
"451",415,2.52633333333333
"452",415.5,2.506
"453",416,2.485
"454",416.5,2.468
"455",417,2.44733333333333
"456",417.5,2.42066666666667
"457",418,2.39866666666667
"458",418.5,2.37733333333333
"459",419,2.35566666666667
"460",419.5,2.33633333333333
"461",420,2.31466666666667
"462",420.5,2.29566666666667
"463",421,2.278
"464",421.5,2.262
"465",422,2.24133333333333
"466",422.5,2.22133333333333
"467",423,2.204
"468",423.5,2.186
"469",424,2.17233333333333
"470",424.5,2.159
"471",425,2.14633333333333
"472",425.5,2.12966666666667
"473",426,2.11533333333333
"474",426.5,2.10166666666667
"475",427,2.08633333333333
"476",427.5,2.07333333333333
"477",428,2.06233333333333
"478",428.5,2.04833333333333
"479",429,2.03733333333333
"480",429.5,2.027
"481",430,2.01433333333333
"482",430.5,1.998
"483",431,1.98366666666667
"484",431.5,1.971
"485",432,1.955
"486",432.5,1.94233333333333
"487",433,1.92733333333333
"488",433.5,1.90833333333333
"489",434,1.89566666666667
"490",434.5,1.887
"491",435,1.87433333333333
"492",435.5,1.862
"493",436,1.852
"494",436.5,1.841
"495",437,1.832
"496",437.5,1.82166666666667
"497",438,1.807
"498",438.5,1.793
"499",439,1.78266666666667
"500",439.5,1.774
"501",440,1.76133333333333
"502",440.5,1.74966666666667
"503",441,1.74033333333333
"504",441.5,1.72966666666667
"505",442,1.72333333333333
"506",442.5,1.712
"507",443,1.70066666666667
"508",443.5,1.69266666666667
"509",444,1.68633333333333
"510",444.5,1.67733333333333
"511",445,1.66466666666667
"512",445.5,1.65433333333333
"513",446,1.644
"514",446.5,1.63533333333333
"515",447,1.626
"516",447.5,1.61333333333333
"517",448,1.599
"518",448.5,1.59166666666667
"519",449,1.582
"520",449.5,1.57133333333333
"521",450,1.56133333333333
"522",450.5,1.55233333333333
"523",451,1.545
"524",451.5,1.53866666666667
"525",452,1.53366666666667
"526",452.5,1.52466666666667
"527",453,1.51466666666667
"528",453.5,1.50566666666667
"529",454,1.49733333333333
"530",454.5,1.49133333333333
"531",455,1.48866666666667
"532",455.5,1.482
"533",456,1.47833333333333
"534",456.5,1.471
"535",457,1.46266666666667
"536",457.5,1.45433333333333
"537",458,1.44166666666667
"538",458.5,1.42733333333333
"539",459,1.417
"540",459.5,1.40566666666667
"541",460,1.398
"542",460.5,1.39366666666667
"543",461,1.38966666666667
"544",461.5,1.38366666666667
"545",462,1.37833333333333
"546",462.5,1.37933333333333
"547",463,1.373
"548",463.5,1.367
"549",464,1.36033333333333
"550",464.5,1.349
"551",465,1.34266666666667
"552",465.5,1.341
"553",466,1.33166666666667
"554",466.5,1.323
"555",467,1.318
"556",467.5,1.31866666666667
"557",468,1.31366666666667
"558",468.5,1.31
"559",469,1.308
"560",469.5,1.303
"561",470,1.29866666666667
"562",470.5,1.293
"563",471,1.28033333333333
"564",471.5,1.27233333333333
"565",472,1.26666666666667
"566",472.5,1.26233333333333
"567",473,1.259
"568",473.5,1.25533333333333
"569",474,1.254
"570",474.5,1.25166666666667
"571",475,1.24533333333333
"572",475.5,1.23533333333333
"573",476,1.227
"574",476.5,1.22233333333333
"575",477,1.22
"576",477.5,1.21633333333333
"577",478,1.21033333333333
"578",478.5,1.20433333333333
"579",479,1.19766666666667
"580",479.5,1.19266666666667
"581",480,1.18733333333333
"582",480.5,1.17866666666667
"583",481,1.168
"584",481.5,1.16
"585",482,1.15166666666667
"586",482.5,1.141
"587",483,1.13066666666667
"588",483.5,1.12233333333333
"589",484,1.11466666666667
"590",484.5,1.11033333333333
"591",485,1.11066666666667
"592",485.5,1.11133333333333
"593",486,1.108
"594",486.5,1.107
"595",487,1.10033333333333
"596",487.5,1.09366666666667
"597",488,1.09266666666667
"598",488.5,1.088
"599",489,1.08466666666667
"600",489.5,1.081
"601",490,1.07833333333333
"602",490.5,1.07933333333333
"603",491,1.076
"604",491.5,1.07433333333333
"605",492,1.07166666666667
"606",492.5,1.07
"607",493,1.07
"608",493.5,1.06533333333333
"609",494,1.06533333333333
"610",494.5,1.06
"611",495,1.051
"612",495.5,1.04433333333333
"613",496,1.036
"614",496.5,1.02833333333333
"615",497,1.024
"616",497.5,1.02133333333333
"617",498,1.01766666666667
"618",498.5,1.01633333333333
"619",499,1.01933333333333
"620",499.5,1.02033333333333
"621",500,1.02033333333333
"622",500.5,1.02233333333333
"623",501,1.01866666666667
"624",501.5,1.01566666666667
"625",502,1.01166666666667
"626",502.5,1.00266666666667
"627",503,0.993666666666667
"628",503.5,0.987333333333333
"629",504,0.986333333333333
"630",504.5,0.985333333333333
"631",505,0.984
"632",505.5,0.985666666666667
"633",506,0.982333333333333
"634",506.5,0.978333333333333
"635",507,0.972666666666667
"636",507.5,0.964666666666667
"637",508,0.958
"638",508.5,0.954666666666667
"639",509,0.952
"640",509.5,0.947666666666667
"641",510,0.943666666666667
"642",510.5,0.940333333333333
"643",511,0.933666666666667
"644",511.5,0.924333333333333
"645",512,0.920333333333333
"646",512.5,0.919666666666667
"647",513,0.918333333333333
"648",513.5,0.919
"649",514,0.919
"650",514.5,0.916
"651",515,0.913333333333333
"652",515.5,0.907666666666667
"653",516,0.898666666666667
"654",516.5,0.891333333333333
"655",517,0.884666666666667
"656",517.5,0.878333333333333
"657",518,0.872666666666667
"658",518.5,0.868666666666667
"659",519,0.862666666666667
"660",519.5,0.858333333333333
"661",520,0.857333333333333
"662",520.5,0.859
"663",521,0.859
"664",521.5,0.862333333333333
"665",522,0.862666666666667
"666",522.5,0.862666666666667
"667",523,0.857666666666667
"668",523.5,0.855
"669",524,0.847666666666667
"670",524.5,0.845
"671",525,0.840666666666667
"672",525.5,0.834333333333333
"673",526,0.828
"674",526.5,0.822
"675",527,0.815666666666667
"676",527.5,0.809666666666667
"677",528,0.802666666666667
"678",528.5,0.802
"679",529,0.799666666666667
"680",529.5,0.8
"681",530,0.798
"682",530.5,0.798333333333333
"683",531,0.798
"684",531.5,0.799
"685",532,0.796
"686",532.5,0.792666666666667
"687",533,0.785666666666667
"688",533.5,0.781333333333333
"689",534,0.773333333333333
"690",534.5,0.770333333333333
"691",535,0.766333333333333
"692",535.5,0.765333333333333
"693",536,0.761
"694",536.5,0.755666666666667
"695",537,0.753
"696",537.5,0.75
"697",538,0.746333333333333
"698",538.5,0.743666666666667
"699",539,0.739666666666667
"700",539.5,0.736666666666667
"701",540,0.733333333333333
"702",540.5,0.733
"703",541,0.726333333333333
"704",541.5,0.719333333333333
"705",542,0.715333333333333
"706",542.5,0.713333333333333
"707",543,0.713
"708",543.5,0.712333333333333
"709",544,0.707333333333333
"710",544.5,0.701
"711",545,0.702
"712",545.5,0.702
"713",546,0.696666666666667
"714",546.5,0.692
"715",547,0.688
"716",547.5,0.683666666666667
"717",548,0.681333333333333
"718",548.5,0.681333333333333
"719",549,0.679333333333333
"720",549.5,0.676666666666667
"721",550,0.680666666666667
"722",550.5,0.681333333333333
"723",551,0.679
"724",551.5,0.679333333333333
"725",552,0.682333333333333
"726",552.5,0.675
"727",553,0.668666666666667
"728",553.5,0.662666666666667
"729",554,0.657
"730",554.5,0.649666666666667
"731",555,0.644333333333333
"732",555.5,0.64
"733",556,0.634333333333333
"734",556.5,0.636666666666667
"735",557,0.637333333333333
"736",557.5,0.635
"737",558,0.634333333333333
"738",558.5,0.639333333333333
"739",559,0.641333333333333
"740",559.5,0.638666666666667
"741",560,0.636333333333333
"742",560.5,0.634
"743",561,0.628
"744",561.5,0.626
"745",562,0.621
"746",562.5,0.618
"747",563,0.617
"748",563.5,0.617666666666667
"749",564,0.616666666666667
"750",564.5,0.614666666666667
"751",565,0.616
"752",565.5,0.613666666666667
"753",566,0.605333333333333
"754",566.5,0.597
"755",567,0.592
"756",567.5,0.584666666666667
"757",568,0.580333333333333
"758",568.5,0.577666666666667
"759",569,0.577
"760",569.5,0.578666666666667
"761",570,0.582
"762",570.5,0.577666666666667
"763",571,0.567333333333333
"764",571.5,0.562666666666667
"765",572,0.557
"766",572.5,0.551333333333333
"767",573,0.548
"768",573.5,0.548
"769",574,0.548333333333333
"770",574.5,0.550666666666667
"771",575,0.555
"772",575.5,0.553666666666667
"773",576,0.550666666666667
"774",576.5,0.551
"775",577,0.544
"776",577.5,0.539666666666667
"777",578,0.537666666666667
"778",578.5,0.534
"779",579,0.533333333333333
"780",579.5,0.537
"781",580,0.539
"782",580.5,0.543333333333333
"783",581,0.544333333333333
"784",581.5,0.541
"785",582,0.533333333333333
"786",582.5,0.527666666666667
"787",583,0.523333333333333
"788",583.5,0.515
"789",584,0.513666666666667
"790",584.5,0.514666666666667
"791",585,0.515666666666667
"792",585.5,0.521333333333333
"793",586,0.521666666666667
"794",586.5,0.525
"795",587,0.522666666666667
"796",587.5,0.515
"797",588,0.504666666666667
"798",588.5,0.494333333333333
"799",589,0.485
"800",589.5,0.481333333333333
"801",590,0.483
"802",590.5,0.484
"803",591,0.489333333333333
"804",591.5,0.496666666666667
"805",592,0.501
"806",592.5,0.497333333333333
"807",593,0.495
"808",593.5,0.495
"809",594,0.487333333333333
"810",594.5,0.482666666666667
"811",595,0.476333333333333
"812",595.5,0.469333333333333
"813",596,0.468333333333333
"814",596.5,0.464333333333333
"815",597,0.462666666666667
"816",597.5,0.46
"817",598,0.462666666666667
"818",598.5,0.466
"819",599,0.468
"820",599.5,0.469666666666667
"821",600,0.466333333333333
"822",600.5,0.464666666666667
"823",601,0.465666666666667
"824",601.5,0.46
"825",602,0.455
"826",602.5,0.449666666666667
"827",603,0.447666666666667
"828",603.5,0.446333333333333
"829",604,0.446333333333333
"830",604.5,0.444
"831",605,0.440333333333333
"832",605.5,0.436333333333333
"833",606,0.435
"834",606.5,0.432333333333333
"835",607,0.431333333333333
"836",607.5,0.434666666666667
"837",608,0.438
"838",608.5,0.443333333333333
"839",609,0.443
"840",609.5,0.440666666666667
"841",610,0.434
"842",610.5,0.428
"843",611,0.424333333333333
"844",611.5,0.42
"845",612,0.417666666666667
"846",612.5,0.419
"847",613,0.418333333333333
"848",613.5,0.420333333333333
"849",614,0.419333333333333
"850",614.5,0.413
"851",615,0.406333333333333
"852",615.5,0.404666666666667
"853",616,0.406
"854",616.5,0.407666666666667
"855",617,0.411666666666667
"856",617.5,0.413666666666667
"857",618,0.415
"858",618.5,0.407
"859",619,0.4
"860",619.5,0.396333333333333
"861",620,0.399666666666667
"862",620.5,0.404333333333333
"863",621,0.404
"864",621.5,0.407
"865",622,0.416
"866",622.5,0.414666666666667
"867",623,0.413333333333333
"868",623.5,0.404666666666667
"869",624,0.4
"870",624.5,0.403666666666667
"871",625,0.411666666666667
"872",625.5,0.415
"873",626,0.409
"874",626.5,0.403
"875",627,0.397666666666667
"876",627.5,0.387
"877",628,0.38
"878",628.5,0.376666666666667
"879",629,0.371666666666667
"880",629.5,0.373
"881",630,0.380333333333333
"882",630.5,0.385
"883",631,0.384
"884",631.5,0.377333333333333
"885",632,0.368333333333333
"886",632.5,0.363
"887",633,0.361
"888",633.5,0.360666666666667
"889",634,0.361333333333333
"890",634.5,0.365
"891",635,0.374333333333333
"892",635.5,0.384
"893",636,0.388666666666667
"894",636.5,0.384
"895",637,0.375666666666667
"896",637.5,0.366666666666667
"897",638,0.36
"898",638.5,0.354333333333333
"899",639,0.354333333333333
"900",639.5,0.356666666666667
"901",640,0.362333333333333
"902",640.5,0.369666666666667
"903",641,0.371
"904",641.5,0.368333333333333
"905",642,0.362333333333333
"906",642.5,0.353666666666667
"907",643,0.347
"908",643.5,0.346333333333333
"909",644,0.351
"910",644.5,0.358333333333333
"911",645,0.366333333333333
"912",645.5,0.372666666666667
"913",646,0.376333333333333
"914",646.5,0.377666666666667
"915",647,0.373666666666667
"916",647.5,0.367333333333333
"917",648,0.358666666666667
"918",648.5,0.355333333333333
"919",649,0.354333333333333
"920",649.5,0.347666666666667
"921",650,0.346
"922",650.5,0.339666666666667
"923",651,0.330333333333333
"924",651.5,0.325
"925",652,0.321666666666667
"926",652.5,0.321666666666667
"927",653,0.320666666666667
"928",653.5,0.325
"929",654,0.324666666666667
"930",654.5,0.322666666666667
"931",655,0.325
"932",655.5,0.324333333333333
"933",656,0.321333333333333
"934",656.5,0.318333333333333
"935",657,0.323333333333333
"936",657.5,0.327
"937",658,0.330333333333333
"938",658.5,0.333
"939",659,0.33
"940",659.5,0.327666666666667
"941",660,0.326333333333333
"942",660.5,0.323666666666667
"943",661,0.319333333333333
"944",661.5,0.314333333333333
"945",662,0.316333333333333
"946",662.5,0.318
"947",663,0.324333333333333
"948",663.5,0.328333333333333
"949",664,0.330333333333333
"950",664.5,0.327666666666667
"951",665,0.326666666666667
"952",665.5,0.324666666666667
"953",666,0.319
"954",666.5,0.316333333333333
"955",667,0.319
"956",667.5,0.326666666666667
"957",668,0.333
"958",668.5,0.335666666666667
"959",669,0.333
"960",669.5,0.329666666666667
"961",670,0.328
"962",670.5,0.325333333333333
"963",671,0.314666666666667
"964",671.5,0.309333333333333
"965",672,0.306
"966",672.5,0.302666666666667
"967",673,0.300666666666667
"968",673.5,0.299666666666667
"969",674,0.307333333333333
"970",674.5,0.317
"971",675,0.333
"972",675.5,0.341666666666667
"973",676,0.341
"974",676.5,0.338666666666667
"975",677,0.33
"976",677.5,0.316666666666667
"977",678,0.303
"978",678.5,0.294
"979",679,0.297333333333333
"980",679.5,0.299666666666667
"981",680,0.305666666666667
"982",680.5,0.3
"983",681,0.293333333333333
"984",681.5,0.293
"985",682,0.293666666666667
"986",682.5,0.295
"987",683,0.300333333333333
"988",683.5,0.309666666666667
"989",684,0.324666666666667
"990",684.5,0.336666666666667
"991",685,0.340333333333333
"992",685.5,0.331333333333333
"993",686,0.322666666666667
"994",686.5,0.312333333333333
"995",687,0.310333333333333
"996",687.5,0.313
"997",688,0.316333333333333
"998",688.5,0.322
"999",689,0.325333333333333
"1000",689.5,0.331666666666667
"1001",690,0.332333333333333
"1002",690.5,0.333333333333333
"1003",691,0.329666666666667
"1004",691.5,0.316
"1005",692,0.307666666666667
"1006",692.5,0.297
"1007",693,0.291333333333333
"1008",693.5,0.295333333333333
"1009",694,0.302
"1010",694.5,0.308
"1011",695,0.321333333333333
"1012",695.5,0.329333333333333
"1013",696,0.332666666666667
"1014",696.5,0.330666666666667
"1015",697,0.325666666666667
"1016",697.5,0.319
"1017",698,0.311333333333333
"1018",698.5,0.315
"1019",699,0.316666666666667
"1020",699.5,0.312666666666667
"1021",700,0.312
"1022",700.5,0.305333333333333
"1023",701,0.296666666666667
"1024",701.5,0.287
"1025",702,0.284
"1026",702.5,0.278333333333333
"1027",703,0.277
"1028",703.5,0.278
"1029",704,0.275333333333333
"1030",704.5,0.280333333333333
"1031",705,0.286
"1032",705.5,0.290666666666667
"1033",706,0.291666666666667
"1034",706.5,0.289666666666667
"1035",707,0.294666666666667
"1036",707.5,0.297666666666667
"1037",708,0.301333333333333
"1038",708.5,0.3
"1039",709,0.298333333333333
"1040",709.5,0.304666666666667
"1041",710,0.308333333333333
"1042",710.5,0.299666666666667
"1043",711,0.295333333333333
"1044",711.5,0.288333333333333
"1045",712,0.276666666666667
"1046",712.5,0.266333333333333
"1047",713,0.256
"1048",713.5,0.249333333333333
"1049",714,0.249333333333333
"1050",714.5,0.248333333333333
"1051",715,0.253333333333333
"1052",715.5,0.252666666666667
"1053",716,0.254666666666667
"1054",716.5,0.261
"1055",717,0.26
"1056",717.5,0.261333333333333
"1057",718,0.266333333333333
"1058",718.5,0.276
"1059",719,0.281
"1060",719.5,0.281333333333333
"1061",720,0.283333333333333
"1062",720.5,0.275666666666667
"1063",721,0.265333333333333
"1064",721.5,0.263666666666667
"1065",722,0.258
"1066",722.5,0.255333333333333
"1067",723,0.259
"1068",723.5,0.270333333333333
"1069",724,0.277333333333333
"1070",724.5,0.28
"1071",725,0.277333333333333
"1072",725.5,0.276333333333333
"1073",726,0.273
"1074",726.5,0.274666666666667
"1075",727,0.277666666666667
"1076",727.5,0.282333333333333
"1077",728,0.283
"1078",728.5,0.284333333333333
"1079",729,0.279666666666667
"1080",729.5,0.280333333333333
"1081",730,0.285333333333333
"1082",730.5,0.289
"1083",731,0.283666666666667
"1084",731.5,0.285
"1085",732,0.284666666666667
"1086",732.5,0.279
"1087",733,0.272666666666667
"1088",733.5,0.269333333333333
"1089",734,0.268666666666667
"1090",734.5,0.279
"1091",735,0.284
"1092",735.5,0.289
"1093",736,0.289
