1
5/21/2024 5:40 PM
Wavelength (nm)	10mm Absorbance
244.0	8.695
244.5	8.576
245.0	8.430
245.5	8.280
246.0	8.134
246.5	8.004
247.0	7.898
247.5	7.828
248.0	7.787
248.5	7.755
249.0	7.722
249.5	7.683
250.0	7.633
250.5	7.582
251.0	7.535
251.5	7.503
252.0	7.460
252.5	7.436
253.0	7.422
253.5	7.406
254.0	7.400
254.5	7.395
255.0	7.391
255.5	7.405
256.0	7.414
256.5	7.423
257.0	7.416
257.5	7.412
258.0	7.410
258.5	7.409
259.0	7.416
259.5	7.417
260.0	7.429
260.5	7.437
261.0	7.441
261.5	7.454
262.0	7.461
262.5	7.480
263.0	7.497
263.5	7.516
264.0	7.533
264.5	7.552
265.0	7.556
265.5	7.560
266.0	7.572
266.5	7.580
267.0	7.595
267.5	7.602
268.0	7.611
268.5	7.625
269.0	7.624
269.5	7.629
270.0	7.613
270.5	7.595
271.0	7.571
271.5	7.549
272.0	7.525
272.5	7.490
273.0	7.474
273.5	7.445
274.0	7.411
274.5	7.385
275.0	7.338
275.5	7.291
276.0	7.254
276.5	7.219
277.0	7.177
277.5	7.134
278.0	7.091
278.5	7.028
279.0	6.970
279.5	6.903
280.0	6.821
280.5	6.742
281.0	6.654
281.5	6.578
282.0	6.497
282.5	6.412
283.0	6.321
283.5	6.242
284.0	6.170
284.5	6.104
285.0	6.036
285.5	5.968
286.0	5.903
286.5	5.850
287.0	5.793
287.5	5.724
288.0	5.658
288.5	5.596
289.0	5.537
289.5	5.477
290.0	5.417
290.5	5.355
291.0	5.298
291.5	5.243
292.0	5.192
292.5	5.134
293.0	5.086
293.5	5.037
294.0	4.990
294.5	4.942
295.0	4.890
295.5	4.834
296.0	4.788
296.5	4.742
297.0	4.692
297.5	4.656
298.0	4.616
298.5	4.575
299.0	4.534
299.5	4.500
300.0	4.459
300.5	4.419
301.0	4.387
301.5	4.356
302.0	4.326
302.5	4.297
303.0	4.261
303.5	4.230
304.0	4.200
304.5	4.174
305.0	4.141
305.5	4.112
306.0	4.081
306.5	4.055
307.0	4.037
307.5	4.012
308.0	3.988
308.5	3.964
309.0	3.943
309.5	3.917
310.0	3.889
310.5	3.869
311.0	3.842
311.5	3.829
312.0	3.819
312.5	3.800
313.0	3.784
313.5	3.765
314.0	3.754
314.5	3.738
315.0	3.728
315.5	3.717
316.0	3.699
316.5	3.686
317.0	3.670
317.5	3.657
318.0	3.642
318.5	3.626
319.0	3.618
319.5	3.604
320.0	3.600
320.5	3.589
321.0	3.574
321.5	3.559
322.0	3.544
322.5	3.533
323.0	3.516
323.5	3.497
324.0	3.477
324.5	3.464
325.0	3.455
325.5	3.445
326.0	3.435
326.5	3.424
327.0	3.411
327.5	3.399
328.0	3.385
328.5	3.360
329.0	3.337
329.5	3.323
330.0	3.301
330.5	3.291
331.0	3.281
331.5	3.262
332.0	3.235
332.5	3.213
333.0	3.196
333.5	3.166
334.0	3.138
334.5	3.123
335.0	3.106
335.5	3.098
336.0	3.081
336.5	3.056
337.0	3.030
337.5	3.005
338.0	2.986
338.5	2.955
339.0	2.921
339.5	2.900
340.0	2.877
340.5	2.850
341.0	2.828
341.5	2.811
342.0	2.795
342.5	2.775
343.0	2.752
343.5	2.722
344.0	2.693
344.5	2.667
345.0	2.636
345.5	2.603
346.0	2.578
346.5	2.555
347.0	2.531
347.5	2.509
348.0	2.486
348.5	2.465
349.0	2.452
349.5	2.435
350.0	2.413
350.5	2.392
351.0	2.365
351.5	2.331
352.0	2.307
352.5	2.279
353.0	2.251
353.5	2.227
354.0	2.212
354.5	2.194
355.0	2.176
355.5	2.163
356.0	2.147
356.5	2.128
357.0	2.108
357.5	2.087
358.0	2.064
358.5	2.046
359.0	2.024
359.5	2.003
360.0	1.986
360.5	1.970
361.0	1.952
361.5	1.937
362.0	1.920
362.5	1.916
363.0	1.907
363.5	1.904
364.0	1.894
364.5	1.882
365.0	1.870
365.5	1.854
366.0	1.837
366.5	1.825
367.0	1.814
367.5	1.811
368.0	1.802
368.5	1.792
369.0	1.780
369.5	1.766
370.0	1.752
370.5	1.742
371.0	1.742
371.5	1.738
372.0	1.738
372.5	1.741
373.0	1.729
373.5	1.715
374.0	1.705
374.5	1.692
375.0	1.678
375.5	1.674
376.0	1.668
376.5	1.663
377.0	1.662
377.5	1.662
378.0	1.653
378.5	1.648
379.0	1.646
379.5	1.639
380.0	1.630
380.5	1.626
381.0	1.618
381.5	1.613
382.0	1.603
382.5	1.600
383.0	1.599
383.5	1.598
384.0	1.594
384.5	1.587
385.0	1.581
385.5	1.582
386.0	1.575
386.5	1.565
387.0	1.560
387.5	1.554
388.0	1.552
388.5	1.547
389.0	1.538
389.5	1.534
390.0	1.533
390.5	1.535
391.0	1.528
391.5	1.522
392.0	1.523
392.5	1.516
393.0	1.508
393.5	1.503
394.0	1.500
394.5	1.499
395.0	1.500
395.5	1.501
396.0	1.500
396.5	1.499
397.0	1.496
397.5	1.493
398.0	1.484
398.5	1.480
399.0	1.479
399.5	1.472
400.0	1.469
400.5	1.463
401.0	1.469
401.5	1.468
402.0	1.464
402.5	1.466
403.0	1.461
403.5	1.455
404.0	1.450
404.5	1.442
405.0	1.436
405.5	1.432
406.0	1.432
406.5	1.428
407.0	1.424
407.5	1.426
408.0	1.427
408.5	1.425
409.0	1.422
409.5	1.422
410.0	1.419
410.5	1.413
411.0	1.407
411.5	1.404
412.0	1.398
412.5	1.397
413.0	1.397
413.5	1.396
414.0	1.394
414.5	1.398
415.0	1.395
415.5	1.391
416.0	1.387
416.5	1.383
417.0	1.377
417.5	1.371
418.0	1.366
418.5	1.362
419.0	1.361
419.5	1.361
420.0	1.358
420.5	1.353
421.0	1.351
421.5	1.348
422.0	1.344
422.5	1.341
423.0	1.340
423.5	1.338
424.0	1.337
424.5	1.336
425.0	1.339
425.5	1.338
426.0	1.339
426.5	1.338
427.0	1.335
427.5	1.333
428.0	1.328
428.5	1.322
429.0	1.319
429.5	1.314
430.0	1.315
430.5	1.312
431.0	1.315
431.5	1.314
432.0	1.314
432.5	1.313
433.0	1.310
433.5	1.308
434.0	1.305
434.5	1.303
435.0	1.304
435.5	1.301
436.0	1.300
436.5	1.295
437.0	1.289
437.5	1.287
438.0	1.284
438.5	1.279
439.0	1.276
439.5	1.278
440.0	1.279
440.5	1.281
441.0	1.283
441.5	1.282
442.0	1.279
442.5	1.279
443.0	1.278
443.5	1.271
444.0	1.266
444.5	1.262
445.0	1.258
445.5	1.258
446.0	1.258
446.5	1.261
447.0	1.261
447.5	1.267
448.0	1.268
448.5	1.269
449.0	1.265
449.5	1.261
450.0	1.256
450.5	1.256
451.0	1.255
451.5	1.254
452.0	1.256
452.5	1.259
453.0	1.258
453.5	1.255
454.0	1.248
454.5	1.241
455.0	1.238
455.5	1.238
456.0	1.238
456.5	1.235
457.0	1.235
457.5	1.238
458.0	1.241
458.5	1.242
459.0	1.240
459.5	1.236
460.0	1.234
460.5	1.234
461.0	1.233
461.5	1.230
462.0	1.226
462.5	1.226
463.0	1.228
463.5	1.230
464.0	1.231
464.5	1.229
465.0	1.229
465.5	1.228
466.0	1.229
466.5	1.226
467.0	1.225
467.5	1.223
468.0	1.221
468.5	1.222
469.0	1.222
469.5	1.218
470.0	1.217
470.5	1.213
471.0	1.213
471.5	1.211
472.0	1.209
472.5	1.206
473.0	1.200
473.5	1.200
474.0	1.200
474.5	1.202
475.0	1.203
475.5	1.207
476.0	1.210
476.5	1.210
477.0	1.208
477.5	1.209
478.0	1.207
478.5	1.208
479.0	1.207
479.5	1.205
480.0	1.202
480.5	1.200
481.0	1.198
481.5	1.196
482.0	1.196
482.5	1.198
483.0	1.199
483.5	1.200
484.0	1.198
484.5	1.196
485.0	1.196
485.5	1.191
486.0	1.187
486.5	1.185
487.0	1.183
487.5	1.181
488.0	1.182
488.5	1.181
489.0	1.184
489.5	1.187
490.0	1.191
490.5	1.191
491.0	1.188
491.5	1.187
492.0	1.185
492.5	1.182
493.0	1.184
493.5	1.185
494.0	1.189
494.5	1.192
495.0	1.195
495.5	1.193
496.0	1.186
496.5	1.178
497.0	1.171
497.5	1.165
498.0	1.165
498.5	1.166
499.0	1.169
499.5	1.176
500.0	1.180
500.5	1.185
501.0	1.187
501.5	1.189
502.0	1.186
502.5	1.190
503.0	1.194
503.5	1.196
504.0	1.195
504.5	1.196
505.0	1.191
505.5	1.190
506.0	1.186
506.5	1.184
507.0	1.175
507.5	1.178
508.0	1.184
508.5	1.188
509.0	1.190
509.5	1.193
510.0	1.187
510.5	1.182
511.0	1.176
511.5	1.172
512.0	1.165
512.5	1.165
513.0	1.167
513.5	1.171
514.0	1.177
514.5	1.179
515.0	1.178
515.5	1.176
516.0	1.176
516.5	1.174
517.0	1.178
517.5	1.174
518.0	1.171
518.5	1.172
519.0	1.176
519.5	1.181
520.0	1.179
520.5	1.178
521.0	1.175
521.5	1.172
522.0	1.170
522.5	1.162
523.0	1.162
523.5	1.166
524.0	1.169
524.5	1.173
525.0	1.172
525.5	1.174
526.0	1.170
526.5	1.166
527.0	1.160
527.5	1.159
528.0	1.156
528.5	1.156
529.0	1.161
529.5	1.161
530.0	1.164
530.5	1.165
531.0	1.161
531.5	1.160
532.0	1.162
532.5	1.161
533.0	1.157
533.5	1.161
534.0	1.166
534.5	1.166
535.0	1.162
535.5	1.163
536.0	1.161
536.5	1.164
537.0	1.169
537.5	1.167
538.0	1.168
538.5	1.170
539.0	1.168
539.5	1.164
540.0	1.155
540.5	1.153
541.0	1.152
541.5	1.150
542.0	1.155
542.5	1.154
543.0	1.160
543.5	1.162
544.0	1.158
544.5	1.158
545.0	1.152
545.5	1.145
546.0	1.143
546.5	1.141
547.0	1.146
547.5	1.147
548.0	1.154
548.5	1.155
549.0	1.155
549.5	1.153
550.0	1.149
550.5	1.140
551.0	1.137
551.5	1.141
552.0	1.146
552.5	1.145
553.0	1.146
553.5	1.143
554.0	1.142
554.5	1.136
555.0	1.132
555.5	1.128
556.0	1.135
556.5	1.146
557.0	1.149
557.5	1.152
558.0	1.153
558.5	1.151
559.0	1.152
559.5	1.149
560.0	1.143
560.5	1.137
561.0	1.140
561.5	1.144
562.0	1.137
562.5	1.136
563.0	1.132
563.5	1.130
564.0	1.134
564.5	1.139
565.0	1.141
565.5	1.146
566.0	1.159
566.5	1.161
567.0	1.155
567.5	1.157
568.0	1.157
568.5	1.152
569.0	1.151
569.5	1.148
570.0	1.147
570.5	1.148
571.0	1.150
571.5	1.144
572.0	1.142
572.5	1.144
573.0	1.139
573.5	1.138
574.0	1.133
574.5	1.131
575.0	1.127
575.5	1.130
576.0	1.129
576.5	1.131
577.0	1.135
577.5	1.132
578.0	1.130
578.5	1.132
579.0	1.127
579.5	1.127
580.0	1.125
580.5	1.128
581.0	1.129
581.5	1.135
582.0	1.141
582.5	1.141
583.0	1.139
583.5	1.138
584.0	1.131
584.5	1.130
585.0	1.128
585.5	1.127
586.0	1.127
586.5	1.130
587.0	1.135
587.5	1.136
588.0	1.135
588.5	1.130
589.0	1.123
589.5	1.121
590.0	1.117
590.5	1.118
591.0	1.116
591.5	1.119
592.0	1.125
592.5	1.126
593.0	1.132
593.5	1.136
594.0	1.135
594.5	1.133
595.0	1.129
595.5	1.125
596.0	1.112
596.5	1.101
597.0	1.095
597.5	1.095
598.0	1.096
598.5	1.096
599.0	1.097
599.5	1.099
600.0	1.098
600.5	1.099
601.0	1.102
601.5	1.108
602.0	1.118
602.5	1.126
603.0	1.126
603.5	1.124
604.0	1.126
604.5	1.121
605.0	1.110
605.5	1.105
606.0	1.102
606.5	1.104
607.0	1.106
607.5	1.107
608.0	1.106
608.5	1.110
609.0	1.116
609.5	1.117
610.0	1.116
610.5	1.111
611.0	1.103
611.5	1.100
612.0	1.092
612.5	1.085
613.0	1.081
613.5	1.086
614.0	1.087
614.5	1.090
615.0	1.094
615.5	1.096
616.0	1.088
616.5	1.085
617.0	1.078
617.5	1.072
618.0	1.071
618.5	1.074
619.0	1.071
619.5	1.073
620.0	1.077
620.5	1.084
621.0	1.087
621.5	1.097
622.0	1.099
622.5	1.099
623.0	1.096
623.5	1.092
624.0	1.088
624.5	1.081
625.0	1.073
625.5	1.075
626.0	1.082
626.5	1.090
627.0	1.090
627.5	1.090
628.0	1.086
628.5	1.079
629.0	1.072
629.5	1.067
630.0	1.069
630.5	1.072
631.0	1.076
631.5	1.079
632.0	1.085
632.5	1.086
633.0	1.090
633.5	1.085
634.0	1.080
634.5	1.082
635.0	1.086
635.5	1.087
636.0	1.085
636.5	1.086
637.0	1.085
637.5	1.085
638.0	1.080
638.5	1.072
639.0	1.067
639.5	1.064
640.0	1.063
640.5	1.062
641.0	1.057
641.5	1.052
642.0	1.048
642.5	1.056
643.0	1.061
643.5	1.066
644.0	1.069
644.5	1.070
645.0	1.067
645.5	1.062
646.0	1.056
646.5	1.046
647.0	1.041
647.5	1.046
648.0	1.053
648.5	1.056
649.0	1.054
649.5	1.053
650.0	1.051
650.5	1.053
651.0	1.056
651.5	1.060
652.0	1.060
652.5	1.065
653.0	1.068
653.5	1.061
654.0	1.054
654.5	1.044
655.0	1.038
655.5	1.033
656.0	1.037
656.5	1.043
657.0	1.051
657.5	1.060
658.0	1.059
658.5	1.053
659.0	1.053
659.5	1.056
660.0	1.058
660.5	1.049
661.0	1.052
661.5	1.050
662.0	1.051
662.5	1.053
663.0	1.048
663.5	1.039
664.0	1.042
664.5	1.045
665.0	1.043
665.5	1.037
666.0	1.039
666.5	1.028
667.0	1.022
667.5	1.022
668.0	1.013
668.5	1.009
669.0	1.013
669.5	1.011
670.0	1.013
670.5	1.023
671.0	1.022
671.5	1.015
672.0	1.014
672.5	1.007
673.0	0.999
673.5	0.998
674.0	0.999
674.5	0.995
675.0	0.998
675.5	0.999
676.0	0.995
676.5	0.991
677.0	0.996
677.5	0.999
678.0	1.007
678.5	1.017
679.0	1.034
679.5	1.045
680.0	1.051
680.5	1.053
681.0	1.045
681.5	1.032
682.0	1.024
682.5	1.013
683.0	1.010
683.5	1.012
684.0	1.016
684.5	1.020
685.0	1.020
685.5	1.020
686.0	1.016
686.5	1.010
687.0	1.009
687.5	1.003
688.0	1.003
688.5	1.001
689.0	1.007
689.5	1.011
690.0	1.014
690.5	1.017
691.0	1.020
691.5	1.017
692.0	1.013
692.5	1.003
693.0	0.990
693.5	0.985
694.0	0.985
694.5	0.983
695.0	0.987
695.5	0.994
696.0	0.995
696.5	1.004
697.0	1.003
697.5	1.008
698.0	1.016
698.5	1.013
699.0	1.009
699.5	1.005
700.0	0.997
700.5	0.984
701.0	0.976
701.5	0.978
702.0	0.976
702.5	0.975
703.0	0.981
703.5	0.981
704.0	0.983
704.5	0.995
705.0	1.000
705.5	0.994
706.0	0.995
706.5	1.006
707.0	1.009
707.5	1.009
708.0	1.010
708.5	1.007
709.0	1.005
709.5	1.016
710.0	1.016
710.5	1.008
711.0	1.004
711.5	1.012
712.0	1.005
712.5	0.996
713.0	0.986
713.5	0.975
714.0	0.972
714.5	0.970
715.0	0.966
715.5	0.962
716.0	0.967
716.5	0.974
717.0	0.971
717.5	0.971
718.0	0.968
718.5	0.973
719.0	0.976
719.5	0.984
720.0	0.981
720.5	0.986
721.0	0.987
721.5	0.990
722.0	0.986
722.5	0.982
723.0	0.974
723.5	0.973
724.0	0.978
724.5	0.980
725.0	0.981
725.5	0.985
726.0	0.979
726.5	0.985
727.0	0.980
727.5	0.970
728.0	0.963
728.5	0.961
729.0	0.970
729.5	0.974
730.0	0.977
730.5	0.972
731.0	0.974
731.5	0.983
732.0	0.982
732.5	0.975
733.0	0.969
733.5	0.969
734.0	0.966
734.5	0.964
735.0	0.958
735.5	0.957
736.0	0.964
736.5	0.972
737.0	0.972
737.5	0.966
738.0	0.968
738.5	0.976
739.0	0.973
739.5	0.966
740.0	0.968
740.5	0.972
741.0	0.969
741.5	0.966
742.0	0.962
742.5	0.966
743.0	0.970
743.5	0.970
744.0	0.965
744.5	0.956
745.0	0.957
745.5	0.961
746.0	0.956
746.5	0.959
747.0	0.964
747.5	0.969
748.0	0.964
748.5	0.964
749.0	0.966
749.5	0.964
750.0	0.956
750.5	0.959
751.0	0.959
751.5	0.968
752.0	0.973
752.5	0.973
753.0	0.976
753.5	0.977
754.0	0.972
754.5	0.965
755.0	0.959
755.5	0.951
756.0	0.945
756.5	0.947
757.0	0.947
757.5	0.946
758.0	0.950
758.5	0.947
759.0	0.951
759.5	0.955
760.0	0.964
760.5	0.965
761.0	0.974
761.5	0.977
762.0	0.978
762.5	0.975
763.0	0.976
763.5	0.975
764.0	0.975
764.5	0.975
765.0	0.980
765.5	0.980
766.0	0.980
766.5	0.970
767.0	0.973
767.5	0.970
768.0	0.968
768.5	0.961
769.0	0.960
769.5	0.958
770.0	0.961
770.5	0.958
771.0	0.959
771.5	0.958
772.0	0.959
772.5	0.961
773.0	0.957
773.5	0.946
774.0	0.939
774.5	0.934
775.0	0.939
775.5	0.942
776.0	0.940
776.5	0.928
777.0	0.918
777.5	0.915
778.0	0.906
778.5	0.899
779.0	0.895
779.5	0.913
780.0	0.932
780.5	0.948
781.0	0.963
781.5	0.965
782.0	0.967
782.5	0.970
783.0	0.964
783.5	0.962
784.0	0.955
784.5	0.963
785.0	0.964
785.5	0.971
786.0	0.975
786.5	0.970
787.0	0.967
787.5	0.965
788.0	0.961
788.5	0.953
789.0	0.939
789.5	0.928
790.0	0.917
790.5	0.922
791.0	0.922
791.5	0.928
792.0	0.924
792.5	0.932
793.0	0.941
793.5	0.941
794.0	0.941
794.5	0.941
795.0	0.942
795.5	0.949
796.0	0.953
796.5	0.951
797.0	0.929
797.5	0.926
798.0	0.915
798.5	0.912
799.0	0.911
799.5	0.907
800.0	0.916
800.5	0.921
801.0	0.926
801.5	0.920
802.0	0.913
802.5	0.917
803.0	0.921
803.5	0.928
804.0	0.933
804.5	0.940
805.0	0.948
805.5	0.946
806.0	0.948
806.5	0.935
807.0	0.926
807.5	0.918
808.0	0.912
808.5	0.905
809.0	0.892
809.5	0.891
810.0	0.889
810.5	0.888
811.0	0.902
811.5	0.906
812.0	0.915
812.5	0.928
813.0	0.930
813.5	0.918
814.0	0.906
814.5	0.891
815.0	0.882
815.5	0.876
816.0	0.891
816.5	0.896
817.0	0.914
817.5	0.931
818.0	0.931
818.5	0.928
819.0	0.934
819.5	0.924
820.0	0.927
820.5	0.927
821.0	0.933
821.5	0.937
822.0	0.947
822.5	0.957
823.0	0.961
823.5	0.962
824.0	0.956
824.5	0.935
825.0	0.915
825.5	0.895
826.0	0.883
826.5	0.880
827.0	0.888
827.5	0.914
828.0	0.936
828.5	0.947
829.0	0.947
829.5	0.946
830.0	0.935
830.5	0.918
831.0	0.904
831.5	0.898
832.0	0.896
832.5	0.901
833.0	0.906
833.5	0.905
834.0	0.904
834.5	0.910
835.0	0.907
835.5	0.904
836.0	0.900
836.5	0.908
837.0	0.914
837.5	0.915
838.0	0.915
838.5	0.904
839.0	0.896
839.5	0.898
840.0	0.894
840.5	0.903
841.0	0.918
841.5	0.930
842.0	0.935
842.5	0.932
843.0	0.926
843.5	0.913
844.0	0.906
844.5	0.911
845.0	0.896
845.5	0.890
846.0	0.886
846.5	0.866
847.0	0.846
847.5	0.835
848.0	0.839
848.5	0.853
849.0	0.882
849.5	0.915
850.0	0.921


2
5/21/2024 5:41 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.10667	
//WLCalib: 261S 	-0.59000	
//WLCalib: 362S 	-0.96000	
//WLCalib: 484S 	-0.30000	
//WLCalib: 529S 	-0.11000	
//WLCalib: 823S 	-0.54000	
//QSpecEnd: 
190.0	4.563
190.5	4.537
191.0	4.590
191.5	4.637
192.0	4.891
192.5	4.904
193.0	5.160
193.5	5.416
194.0	5.529
194.5	5.824
195.0	5.926
195.5	6.134
196.0	6.273
196.5	6.391
197.0	6.618
197.5	6.783
198.0	7.049
198.5	7.267
199.0	7.622
199.5	8.014
200.0	8.385
200.5	8.855
201.0	9.344
201.5	9.833
202.0	10.444
202.5	11.005
203.0	11.615
203.5	12.159
204.0	12.689
204.5	13.208
205.0	13.538
205.5	13.831
206.0	14.070
206.5	14.263
207.0	14.417
207.5	14.501
208.0	14.609
208.5	14.689
209.0	14.785
209.5	14.872
210.0	14.906
210.5	14.980
211.0	15.066
211.5	15.118
212.0	15.198
212.5	15.222
213.0	15.260
213.5	15.309
214.0	15.383
214.5	15.463
215.0	15.578
215.5	15.710
216.0	15.848
216.5	16.000
217.0	16.196
217.5	16.397
218.0	16.637
218.5	16.933
219.0	17.300
219.5	17.721
220.0	18.152
220.5	18.570
221.0	18.952
221.5	19.531
222.0	19.716
222.5	19.857
223.0	20.023
223.5	20.202
224.0	20.599
224.5	20.943
225.0	20.996
225.5	21.012
226.0	21.072
226.5	21.081
227.0	20.507
227.5	20.128
228.0	19.668
228.5	19.485
229.0	19.305
229.5	18.963
230.0	18.553
230.5	18.235
231.0	17.944
231.5	17.525
232.0	17.037
232.5	16.572
233.0	16.036
233.5	15.635
234.0	15.100
234.5	14.652
235.0	14.196
235.5	13.817
236.0	13.453
236.5	13.108
237.0	12.814
237.5	12.488
238.0	12.182
238.5	11.875
239.0	11.551
239.5	11.256
240.0	10.960
240.5	10.735
241.0	10.511
241.5	10.309
242.0	10.149
242.5	9.996
243.0	9.872
243.5	9.753
244.0	9.624
244.5	9.489
245.0	9.335
245.5	9.179
246.0	9.026
246.5	8.888
247.0	8.785
247.5	8.707
248.0	8.647
248.5	8.594
249.0	8.546
249.5	8.497
250.0	8.426
250.5	8.353
251.0	8.298
251.5	8.236
252.0	8.178
252.5	8.139
253.0	8.090
253.5	8.046
254.0	8.001
254.5	7.949
255.0	7.893
255.5	7.854
256.0	7.841
256.5	7.825
257.0	7.814
257.5	7.807
258.0	7.788
258.5	7.767
259.0	7.735
259.5	7.712
260.0	7.683
260.5	7.664
261.0	7.645
261.5	7.633
262.0	7.631
262.5	7.625
263.0	7.626
263.5	7.617
264.0	7.598
264.5	7.588
265.0	7.588
265.5	7.579
266.0	7.571
266.5	7.572
267.0	7.578
267.5	7.565
268.0	7.567
268.5	7.546
269.0	7.535
269.5	7.518
270.0	7.513
270.5	7.496
271.0	7.480
271.5	7.456
272.0	7.432
272.5	7.404
273.0	7.374
273.5	7.334
274.0	7.308
274.5	7.266
275.0	7.237
275.5	7.208
276.0	7.160
276.5	7.120
277.0	7.077
277.5	7.023
278.0	6.958
278.5	6.903
279.0	6.850
279.5	6.783
280.0	6.718
280.5	6.651
281.0	6.566
281.5	6.495
282.0	6.423
282.5	6.359
283.0	6.295
283.5	6.232
284.0	6.165
284.5	6.099
285.0	6.026
285.5	5.951
286.0	5.879
286.5	5.813
287.0	5.754
287.5	5.687
288.0	5.618
288.5	5.553
289.0	5.484
289.5	5.417
290.0	5.343
290.5	5.273
291.0	5.212
291.5	5.153
292.0	5.088
292.5	5.023
293.0	4.969
293.5	4.911
294.0	4.858
294.5	4.808
295.0	4.751
295.5	4.702
296.0	4.657
296.5	4.601
297.0	4.538
297.5	4.490
298.0	4.444
298.5	4.399
299.0	4.358
299.5	4.315
300.0	4.268
300.5	4.223
301.0	4.179
301.5	4.130
302.0	4.094
302.5	4.057
303.0	4.026
303.5	3.993
304.0	3.952
304.5	3.915
305.0	3.879
305.5	3.840
306.0	3.802
306.5	3.767
307.0	3.739
307.5	3.704
308.0	3.675
308.5	3.643
309.0	3.623
309.5	3.596
310.0	3.571
310.5	3.548
311.0	3.523
311.5	3.498
312.0	3.476
312.5	3.448
313.0	3.425
313.5	3.405
314.0	3.390
314.5	3.362
315.0	3.340
315.5	3.317
316.0	3.292
316.5	3.262
317.0	3.241
317.5	3.220
318.0	3.203
318.5	3.189
319.0	3.172
319.5	3.157
320.0	3.141
320.5	3.119
321.0	3.098
321.5	3.071
322.0	3.042
322.5	3.021
323.0	2.997
323.5	2.972
324.0	2.940
324.5	2.918
325.0	2.903
325.5	2.884
326.0	2.859
326.5	2.836
327.0	2.811
327.5	2.793
328.0	2.776
328.5	2.749
329.0	2.724
329.5	2.704
330.0	2.687
330.5	2.661
331.0	2.635
331.5	2.614
332.0	2.583
332.5	2.556
333.0	2.536
333.5	2.513
334.0	2.491
334.5	2.462
335.0	2.439
335.5	2.410
336.0	2.380
336.5	2.350
337.0	2.313
337.5	2.281
338.0	2.257
338.5	2.233
339.0	2.205
339.5	2.171
340.0	2.147
340.5	2.112
341.0	2.080
341.5	2.053
342.0	2.024
342.5	1.996
343.0	1.973
343.5	1.950
344.0	1.924
344.5	1.891
345.0	1.862
345.5	1.830
346.0	1.806
346.5	1.779
347.0	1.748
347.5	1.727
348.0	1.705
348.5	1.679
349.0	1.655
349.5	1.626
350.0	1.602
350.5	1.581
351.0	1.558
351.5	1.528
352.0	1.501
352.5	1.480
353.0	1.455
353.5	1.425
354.0	1.399
354.5	1.373
355.0	1.349
355.5	1.330
356.0	1.309
356.5	1.289
357.0	1.273
357.5	1.256
358.0	1.235
358.5	1.217
359.0	1.196
359.5	1.173
360.0	1.150
360.5	1.129
361.0	1.111
361.5	1.095
362.0	1.081
362.5	1.070
363.0	1.060
363.5	1.053
364.0	1.040
364.5	1.028
365.0	1.013
365.5	0.995
366.0	0.980
366.5	0.966
367.0	0.953
367.5	0.943
368.0	0.931
368.5	0.918
369.0	0.906
369.5	0.896
370.0	0.884
370.5	0.873
371.0	0.867
371.5	0.859
372.0	0.853
372.5	0.845
373.0	0.830
373.5	0.820
374.0	0.811
374.5	0.803
375.0	0.792
375.5	0.785
376.0	0.777
376.5	0.772
377.0	0.767
377.5	0.761
378.0	0.756
378.5	0.749
379.0	0.745
379.5	0.739
380.0	0.734
380.5	0.732
381.0	0.720
381.5	0.714
